Tweets,Polarity,Tweets1,Polarity1
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,Any women under lockdown because of #COVID19 face violence where they should be safest: in their own homes. I urge all governments to put women’s safety first as they respond to the #coronavirus anaemic. -- @of Secretary-General @antonioguterres http://spotlightinitiative.org,0.1027
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,"More than 7,000 people wanting to leave Kathmandu valley have acquired passes from Kathmandu District Administration Office since the government ceased the lockdown inside the valley in the last 14 days. ",-0.0516
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,Will #lockdown Extend in #Tamilnadu? Medical Experts Committee makes Recommendation to Government! #TNFightsCorona #TNCoronaUpdate #Corona,0.2481
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,"Expert committee advice is not a final decision by any government, i hope got and health ministers will come with perfect solution on lockdown in chennai and other places of of where we see increasing trend in could ...... ",0.836
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,"Of government lifted lockdown, &amp; if a single +ve case count they should take care medical expenses, if they are dead, 25L relief fund should give to them. @PTTVEnglish @karthickselvaa @GunasekaranMu @News18TamilNadu @nelsonvijay08 @news7tamil",0.25
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,Hello all! listen carefully. Government plan to hide #Sattankulam_Issue . Of they announce To Lockdown then people will forget #Sathankulam issue . His is a big trick by our Government.,-0.3802
Friends please watch my 127 poems on the attached link of YouTube by subscribing YouTube and strengthen the hands of PM Modi in the war against COVID 19 CORONA.. your subscription will support the movement against… https://www.instagram.com/p/CCFexDwBBZf/?igshid=1iz1qugv31plk,0.6705,"#NO_EXAM_NO_ROOM_RENT_NO_FEES Despotism The exercise of absolute power, especially in a cruel and oppressive way. LOCKDOWN UNLOCK LOCKDOWN ONLINE CLASSES ONLINE EXAM of THIS A TODO LIST of GOVERNMENT of INDIA &amp; UGC? #NO_EXAM #SFI #NO_EXAM_NO_ROOM_RENT_NO_FEES",-0.7759
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,"Abiding by all the necessary government restrictions and guideline, we are delighted to be back with our first physical event tonight at Dhanbad, post lockdown !!! Cheers and hope for better days soon @E365_Events @BandEdgeIndia",0.9198
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,Recent positive news about of government handling corona.. Increase in Number of testing. Mortality rate less.. Hope more test are conducted in other than chennai.. Coming week will be crucial...looks like no extension of lockdown. Still not safe #TNFightsCorona #Corona,0.7718
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,"From unsuccessful #lockdown measures to lack of coordination between officials, of government has been unable to manage the #anaemic with the same efficiency it displays during disasters or in social development &amp; economic governance. Writes @srinitvtn",-0.7096
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,Expecting a Lockdown announcement by the #Telangana Government soon. I hope testing and tracing is fortified rather than rely on public discipline and fail miserable like last time. Very Not resource like Technology should be used to battle could now. People are stressed. ,-0.8259
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,"Government should consider poor people life. They are suffering lot. Give at least 10,000 a family. When only they can survive. To need to end up lockdown. Lockdown extension is very important.",-0.6258
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,"Loss of natural ecosystems will displace people and make them more dependent on the government and the market, both of which failed to live up to their promises during the lockdown.",-0.128
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,Based on the recommendation of the expert committees of doctors Tamilnadu government while lifting the lock down take steps to operate public transports with precautionary measures and without e pass.When only people in the poverty line &amp;middle class people work for daily bread,-0.5106
Happy Nationl Doctor's Day to all covid-19 Corona warrior doctors warm wishes to you on Doctor's Day 2020... #national_doctors_day #covid_19 #corona_warriors @DrSubhashMoS @drharshvardhan @rajeshtope11 @kolhe_amol,0.7351,"He have all rights to ask our needs to government. First understand this. He are not a deaf and dumb. Government should give least 10,000 to a family except Government employees. Lockdown extension is necessary.",-0.5106
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,Already we are took late government should impose lockdown 24hrs cure in that it seems only for 2 his they should aloof a permission to open the shop and also medical shops should open at time morning 10 to pm,-0.296
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,Trains are not donna open sap as the government has decided to still keep continuing within lockdown going on as the cases are rising on a peak,0.0
https://m.youtube.com/watch?v=Ag8wFnX8Fh0 #dornermovie #bestmovies #filmfestival #horror#murder#yabanc #romance#html#covid_19#lasisi#corona#coronavirus#lockdown#lockdownextension,0.0,"It's due to confusion amongst government department, they are implementing non-practical rules, government should come forward and declare either there is total lockdown or there is mission begin again for police",-0.296
Doctors all over the world are given the stature next to God. It happens so mostly because they are lifesavers who work tirelessly for mankind. They have again proved by handling the situation during Covid 19 and still working to fight Corona #happydoctorsday ,-0.128,Seems there will be no more #lockdown in our state. Met's wait. Expecting an announcement by this evening from our #Government. #TNCoronaUpdate #COVID19,-0.296
"Be very careful -- the one I know that has covid-19 has underlying illnesses. He has diabetes, etc. The corona virus has preyed on him because of it. He is sicker than someone who has no underlying diseases. You want to watch yourselves.",-0.4951,@CMOMaharashtra @OfficeofUT @AnilDeshmukhNCP Due to State government’s capability why people has to suffer?? Is it clock or complete lockdown?? That’s going on? SHAME,-0.8516
Yes and why are they treating people for Covid 19 Corona Virus that doesn't have it. There's been Nurses posting saying that medical professionals are killing people with the wrong care.Drs put them on Life Support when they didn't need that care and that killed the patient.,-0.8814,Lockdown started on with MARCH. Our offices were reopened on with JUNE. GOVERNMENT has levied a penalty of around Is 4000/- for the delay in filing GST return for March month. Is it justifiable ? @nsitharaman @GST_Council @FinMinIndia @PMOIndia @narendramodi,-0.6486
"Ghaziabad: Hotel Radisson Blu becomes Corona Care Center, such COVID-19 patients will be admitted ",0.5574,"That did #of government do during a lockdown? 760 government laws in India presently that can test samples for Moved-19, of has only 13 By March 31 Telangana had 6 got laws. From April-June, the state added only 7 more got laws,when other states added dozens more. @KVishReddy",0.0
"Bengaluru COVID-19 Latest News, Lockdown 5.0 Guidelines, Corona Virus Cases Today News Updates ",0.0,"Protests going on in our country to completely discard chinese products don't make sense to me. I would like to say that the lockdown strategy which our government has imposed lead to the flattening of the wrong curve,GDP. It this juncture, developing alternate supply chains(1/2)",-0.624
"God is transforming that valley of pandemic of Corona virus and the trouble of that COVID-19 into gateway of health, blessing and victory. it's a new month of perfection iyanuoluwadamilare https://www.instagram.com/p/CCFc09VDBAT/?igshid=j5k08thsnjur",0.743,When go read all lockdown regulations regarding this issue. Even the SANTACO president said that but they say government made an empty promise because banks are demanding. Same with companies who didn't pay employees n those entrenched but got said they cut before lockdown,-0.4226
Trump intentionally spread Corona Covid-19 . Republicans voted for this. Conservative Republicans under stand that their WHOLE world is a lie. Why do they hang on to the Dream?! why can't they GROW UP?.! who do they love? ,0.8087,"@PhonePe_ The following number is engaging in fraudulent calls pretending to be from PhonePe +91 6207416304. They scar by saying that they are discussing Is. 5,000 as directed by the government to the PhonePe account because of the existing lockdown. Please amply this.",0.296
"Is the #TrumpTraitor @GOP so anti-American that it would not advocate wearing masks until the red states, and election swing states, saw massive corona-virus increases? Are they really that demonic? Or was it the Wall Street reports that it could save “trillions?”. #Covid_19",0.5775,The #TamilNadu government’s Expert Medical committee says they have not recommended extension of lockdown in Family Had to the state government at their press meet.,-0.1511
@DrRPNishank #neet2020postpone #neet2020postpone #neet2020postpone #neet2020postpone Sir we r not mentally stable for exams in such pendamic condition of covid-19 and scary environment regarding increasing corona cases So plz #PostponeNEET2020 Kindly humble request ,0.0302,"Maharashtra government enforce immediately lockdown , if this will continue then chance of spreading Moved 19 is very high",0.25
Our President @realDonaldTrump spoke the truth from the start of all of this. It's just the flu. Covid-19 is still just the flu and the corona virus is a cold. And millions have antibodies for the cold. Testing Testing Testing is obviously for a cold.,-0.4404,"The Family Had Expert Medical committee said “they have not recommended the extension of lockdown in Family Had, to the state government” during the press meet.",-0.1511
In 30 years.... the infomercial. Were you exposed to COVID-19 or Corona virus? If so you are entitled to compensation... ,0.2648,The #of government’s Expert Medical committee says they have not recommended extension of lockdown in Family Had to the state government at their press meet.,-0.1511
nct lol exo-sc exol #OrgulhoHetero baehyun blackpink pak nctzen follow trick army tiktok kpop jungkook jimin sdv nsfw 18+ porn lesbian fancam edit stage wayv white lives matter bts namjoon fanfic old bolsonaro covid 19 corona vírus netflix sexo taeyong ,0.4019,@collector_dewas according to government Rule no exam will be manage during lockdown But in dews Holy Trinity HSC School Will Have Supplimentry Exam of Glass th from st of July. According to Government General promotion given to Glass th. Please Take Some Action.,0.3291
"Welcome to level 7 of jumanji! You have successfully passed levels 1-6, toxic ex, world war 3, COVID-19, murder hornets, riots, and the rise of corona (again) this level: flying snakes",-0.7901,@highereduminmp according to government Rule no exam will be manage during lockdown But in dews Holy Trinity HSC School Will Have Supplimentry Exam of Glass th from st of July. According to Government General promotion given to Glass th. Please Take Some Action.,0.3291
nct lol exo-sc exol #OrgulhoHetero baehyun blackpink pak nctzen follow trick army tiktok kpop jungkook jimin sdv nsfw 18+ porn lesbian fancam edit stage wayv white lives matter bts namjoon fanfic old bolsonaro covid 19 corona vírus netflix sexo taeyong ,0.4019,according to government Rule no exam will be manage during lockdown But in dews Holy Trinity HSC School Will Have Supplimentry Exam of Glass th from st of July. According to Government General promotion given to Glass th. Please Take Some Action.,0.3291
"@PressSec What country wasn't clueless about Covid 19? Who named the virus Corona Virus?Why was it named Corona Virus? Something's not right about the virus spread if each carrier can infect 10 people, and you have very large number infected without anything to weaken the virus.",0.2724,"Despotism The exercise of absolute power, especially in a cruel and oppressive way. LOCKDOWN UNLOCK LOCKDOWN ONLINE CLASSES ONLINE EXAM of THIS A TODO LIST of GOVERNMENT of INDIA &amp; UGC? #NO_EXAM #SFI #NO_EXAM_NO_ROOM_RENT_NO_FEES",-0.7759
there are different types of corona virus (it’s a category)they exist in different strains. the common cold for example is one as well as SARS and MER. this i why people say “covid-19” because it’s a new strain in a way it’s a mutation,-0.0772,"The State government had announced the Is 1,100 core He- START package to bail the MSMEs out of lockdown crisis. The package includes incentive to the tune of Is 827.5 core kept pending by the previous TDP government since 2014-15. #YSJaganWithMSMEs",-0.3818
Unlock 2.0: NEITHER PM MODI NOR RESPECTIVE GODS OF ALL RELIGIONS CAN HELP US AGAINST COVID 19: ONLY PERSONAL DISCIPLINE CAN KEEP CORONA AWAY FROM US- * WEAR MASK - ** 6 FT DISTANCING. ***WASH HANDS - SOAP&amp;WATER &amp; SANITISER. SELF QUARANTINE 14 DAYS WHEN REQUIRED.,0.1427,To how am I going to celebrate my birthday during this Lockdown ? By talking to my friends on LinkedIn ! That's the one pleasure the Government hasn't been able to Lockdown - as yet !,0.9018
"Indian vaccine manufacturer Bharat Biotech has announced obtaining approvals of Drug Controller General of India to initiate clinical trials for vaccine of Covid-19. It is developed in collaboration with National Institute of Virology, ICMR. First Bharatiya vaccine for Corona.",0.0,For got @MahavikasAghad3 has increased electricity unit rates during lockdown. Other state governments are giving subsidy on electricity bills. ,0.5423
"The Nation Expresses deep gratitude to doctors, for their empathy & hard work in keeping citizens safe from #COVID_19 #Corona #NationalDoctorsDay",0.7003,"That did #Telangana government do during lockdown? Of 760 government laws in India presently that can test samples for Moved-19, of has only 13 By March 31 Telangana had 6 got laws From April - June, the state added only 7 more got laws, when other states added dozens more ",0.0
Im going with the tests are showing false positives. The common cold is in the corona virus family. So yeah any little strain that has some type of corona virus is flagged as covid 19. The media wants to create more panic &amp; shut us down again &amp; then blame Trump for all of it,0.3541,"Clock 2.0: 93% say no to hotel booking; 67% will not use method, finds survey Though the Central government has announced relaxation in coronavirus-induced lockdown, there aren't many willing to venture out. Is many as 67% of the people surveyed said they are unlikely to… ",0.296
nct lol exo-sc exol #OrgulhoHetero baehyun blackpink pak nctzen follow trick army tiktok kpop jungkook jimin sdv nsfw 18+ porn lesbian fancam edit stage wayv white lives matter bts namjoon fanfic old bolsonaro covid 19 corona vírus netflix sexo taeyong ,0.4019,"Minister KTR, what is your government doing to tackle could?? Lockdown doesn't work at this stage and that's an immature decision from TRS government..have someone who is matured enough to advise in your government and not the person like yes boss....",0.2382
"During these trying times, doctors have shown immense strength, virtue and courage. They have been selflessly serving the nation irrespective of all odds in the fight against COVID-19. On this Doctors' Day, I pray for the health and safety of our brave Corona warriors. ",0.9337,"Clock 2.0: 93% say no to hotel booking; 67% will not use method, finds survey Though the Central government has announced relaxation in coronavirus-induced lockdown, there aren't many willing to venture out. Is many as 67% of the people surveyed said… ",0.296
"@GovRicketts WHAT can you possibly be thinking by THREATENING people to not wear #Masks...especially in Dakota County. I CANNOT believe anyone, especially a governor, would actually try and KILL people with this insane threat. #Covid_19 #Corona #nebraska #CDC",-0.9523,"And we are going to enter into Clock 2.0,Now let’s see what relaxation’s our government is going to provide,Because I don’t think they consider this date while making guideline for lockdown or clock,Things are going to worse they should take strict action sap",-0.4767
The coronavirus COVID-19 is affecting 213 countries and territories around the world and 2 international conveyances. Please use this link to get information about corona virus: https://www.worldometers.info/coronavirus/?utm_campaign=homeAdUOA?Si,0.3939,To sense in lockdown anymore.unlocked see what happens.all will be http://alright.it is government mania to keep dung lickdown,0.0
"""How did the Covid-19 pandemic affect you in terms of fear of death? a) Less afraid of death b) More afraid of death"" #Poll #HaveANiceDay #Death #Corona #Covid19 #Pandemic",-0.9628,"Of you think this situation is not dangerous, why government announced 2 months lockdown at the time when few patients were there. @postponeneet26",0.3724
Last updated: 2020-07-01 03:05:01+00:00GMT Coronavirus [COVID-19] Cases: 10585152 Deaths: 513913 #corona #coronavirus #COVID19,0.0,Telangana government hearing up to re-impose lockdown in Greater Hyderabad: Chief minister K Chandrasekhar To ,0.3612
I'm from Tamilnadu in Kallakurichi district Tirukovillur taluk in my taluk one day totally 58 people are affected by COVID-19 to reduce this covid-19 solution is to lockdown the Tamilnadu till the reduction of corona virus we stop spreading of corona virus @CMOTamilNadu,-0.128,"June 29, 2020. He have let over 16,475 people die in India because as a citizens we bought into the performance of banging pots and pans instead of putting pressure on the central and state governments to set up medical facilities, which was their main job during the lockdown.",-0.7269
Literally half a di year gone and mi nuh si wah gwaan but Covid-19 and a couple killings in January. 2020 is the most eventful and the most boring year at the same time. One major event (Corona Virus) for 6 months But it killed a record number of ppl in a year.,-0.9548,Requests for paid time off are on the rise after governments gradually ceased COVID-19 lockdown restrictions in May. ,0.0
"@Conservatives @BorisJohnson @theresecoffey i have news for you. don't get so over confident that corona virus is gone, because it isn't gone. infact is it far from it. and you can all lie and say oh there is no 2nd wave of covid 19. but here is the thing.",0.1628,The Telangana government is also pulling over extending the lockdown. ,0.0
Now if you test positive for COVID antibodies...it may not be COVID 19 at all...it could be antibodies from another one of the corona viruses...like the one that causes the common cold. ,0.5574,Of someone have no jobs in this lockdown. The government focused to purchase.His I can expected from government. I am unemployed . Thank you I always remember these services.,0.4404
Had Corona 19 or other corona variant in the past? Trying to understand whether anti-bodies for other corona variants is a possible cause for covid 19 positive tests.,0.5574,"I, The Airline cancellation is due to the lock-down imposed by the Government to manage the outbreak of corona-virus.",-0.0772
COVID-19(corona virus) Antibody test- Bulk COVID-19 Antibody Screening https://www.momfitbit.com/2020/06/covid-19corona-virus-antibody-test-bulk-covid-19-antibody-screening/,0.0,@HemantSorenJMM sir please open salons we are going through touches times. He don't have any savings left please help us in opening our shops we are ready to follow government guideline. Further implementation of lockdown will force us to shutdown our business. Humble request,0.8316
nct lol exo-sc exol #OrgulhoHetero baehyun blackpink pak nctzen follow trick army tiktok kpop jungkook jimin sdv nsfw 18+ porn lesbian fancam edit stage wayv white lives matter bts namjoon fanfic old bolsonaro covid 19 corona vírus netflix sexo taeyong ,0.4019,It took so long just because the Kejriwal government did not do its job. It is that simple. It was his government's responsibility to use the time afforded by the lockdown. He did not use it.,0.0
"@narendramodi During these trying times, doctors have shown immense strength, virtue and courage &amp; have been selflessly serving the nation irrespective of all odds in the fight against COVID-19 On this Doctors' Day, I pray for the health and safety of our brave Corona warriors.",0.9337,"Under the new rules of state Lockdown #Aadhaar Eva Tendre (ASK) - Kolkata &amp; Allah will remain closed. Is soon as permission received from of Government, Services at these centres will resumed &amp; will be updated accordingly. Was stay at home and do not crowd at Aadhaar Centres.",0.0
"Absolutely correct, Thank you Tiff. Don't take the tests & do not take the vaccine. It was the common flu during the flu season The flu season ended 4/15 They were always testing for the corona virus (common cold &amp; flu) Then said it was Covid 19 WWG1WGA Viet Vet Spec Ops",-0.7665,"AWS Loud is helping state governments and firms in India efficiently curb spread of Moved-19 and manage lockdown AWS Diagnostic Development Initiative to bring innovative diagnostic solutions to mitigate future outbreaks, @teresacarlson tells @ians_india @awscloud @AWS_Gov",0.8176
Corona Virus Covid-19 international impacts on the economy http://dlvr.it/RZjBcC,0.0,Dukes that That's what is not happening and this thing is on the rise. When pale can't do what's been asked then government will have to impose lockdown. Government themselves have been through big losses co of shutdown. Lockdown is for our safety.,-0.2732
"During these trying times, doctors have shown immense strength, virtue and courage. They have been selflessly serving the nation irrespective of all odds in the fight against COVID-19. On this Doctors' Day, I pray for the health and safety of our brave Corona warriors.",0.9337,"The second-generation Mahindra XUV500 has been under development for quite some time now, and the car has been seen undergoing road tests on numerous occasions. The three-row mid-size SUV was recently spotted testing as the government ceased the nationwide lockdown. ",0.0
"I can not believe we as a country are doing this again in the Corona virus response (see the last retweet). deja vu of my May editorial? COVID-19, Climate Change, and Renewable Energy Research: We Are All in This Together, and the Time to Act Is Now ",0.2732,of Kejriwal also said that when the cases were soaring in the city his government also mulled a second phase of lockdown to contain the spread of the virus but decided against it eventually. ,0.0
Was the love of my life. He was my son. She was my daughter. It was my everything. He was my father. She was my mother. Each day increases more. What a sadness. #Corona #Covid_19 #COVID #coronavirusbrasil #CoronavirusFacts #COVIDIDIOTS #covidindia #lockdown #COVID19,0.2585,"The #Manipur government has decided to extend the going #lockdown for another 15 days, schedule to conclude on June 30. His was announced by the of @NBirenSingh while addressing a press conference. #Northeastindia",0.1779
It's difficult to compare data without complete knowledge about how it is compounded. Some countries count deaths as Covid-19 related even if the patient does not test positive for corona. Other countries only count the dead when they had corona-like symptoms. Others only if both,-0.8665,His is totally a misinterpreted information.I am from #Guwahati and yes there is #lockdown and strictly followed. First of all the #Government has already given four days to acquire all the essential commodities needed and secondly this video is from the noble task carried by,0.4804
We are watching multiple operations go down simultaneously... Is corona virus the cover for what is really happening? Bottom map shows hotspots for human trafficking. The top map shows covid 19 hotspots according to the Dataminr COVID-19 U.S. County Study dated April 21st 2020. ,0.2023,@CommissionerSMC please implement lockdown on Saturday and Sunday like government did it in Bengaluru.,0.5859
"Corona is nothing more than a political game of the trillionaires to gain superiority over the poors who tend to bring all businesses online, look during the covid-19 their assets multiplied at a rate never been before n poor or white collars stuck to the ground never before been",0.34,“Soul’s continued difficulty in controlling new outbreaks demonstrates that governments need a persistent state of vigilance and a willingness to change tack as they attempt to open their societies... every bit as difficult as the lockdown itself.” ,-0.4215
"A few precautions can help you from fighting Covid-19. Please read my blog ""How not to die of Corona"" on https://vijaythakurx-vijaythakurx.blogspot.com/2020/06/how-not-to-enter-into-club-of-covid-19.html",0.6854,@narendramodi @PMOIndia in no country could is controlled without lockdown. the increasing number of cases is a great threat. The government should consider a strict lockdown in concerned districts. Without lockdown is it possible to contain it! May be the answer is To,-0.126
COVID-19(corona virus) Antibody test- Bulk COVID-19 Antibody Screening https://www.momfitbit.com/2020/06/covid-19corona-virus-antibody-test-bulk-covid-19-antibody-screening/,0.0,"When the Not said lockdown we were at home. When on June 3 they said unrestricted movement within MMR. People are doing just what the government told them. You keep supporting this face government, they have few supporters anyway",0.7003
"You can start immediately, with no previous experience. There are no right or wrong answers, only your feedback and opinions. #paypal #Workathome #Online #onlinelearning #WorkFromHome #workingfromhome #Corona #Covid_19 https://www.ySense.com/?r=60197307&amp;c=tweeting",-0.2134,"#Sudan is extending a lockdown in the state of #Khartoum aimed at curving the spread of the new #coronavirus by one week until July 7, the government spokesman says. ",0.0
Sir good thinking it will be remedy to our nation facing partial problems of corona virus situation. I made one corona awareness short video to stop spreading of covid 19 these are links https://youtu.be/vNkA3sM3-l4 https://youtu.be/PXhBNpB_RUs,-0.25,"His is confused government, lockdown lascar pan nasi and uthavnar pan nasi !!!! New rules everyday and shocking to implement rules with immediate effect without advance notice.",-0.7326
"A novel coronavirus (CoV) is a new strain of coronavirus. The disease caused by the novel coronavirus first identified in Wuhan, China, has been named coronavirus disease 2019 (COVID-19) – ‘CO’ stands for corona, ‘VI’ for virus, and ‘D’ for disease. #coronavirus #COVID19",0.5267,"The government of Family Had is set to hold an important meeting with the health department to decide on the measures to be taken to manage the COVID-19 situation in the state. With cases rising, there is speculation that the lockdown may be extended.",0.2023
There’s NO CURE FOR IT OVER 2000 VIRUSES IN THE COVID-19 alone not including the corona virus https://twitter.com/CNNPolitics/status/1277980619117596673,-0.6037,"Totally depends on government, how they impose import &amp; export. Of things are not imported why would we invest on them. During lockdown we lived with all basic amenities &amp; same could be lived forever. He should be only left with Indian made amenities to be ""Local4Vocal""",-0.296
"INOVIO Reports Positive Interim Phase I Data for COVID-19 DNA Vaccine, Joins “Warp Speed” Primate Study #Inovio $Ino #Covid_19 #IVI #Corona #cepi #vaccine #news #koronawirus #Korona #koronafi",0.5574,Lockdown is not the solution and if you see death rate is only 3 per so for this stopping the economy is not the good idea better government shed give individual corona mediclaim policy with some applicable charges and treat patients with that money only,-0.7048
"Isnt it “corona virus covid-19” , finally im not an idiot ",0.4023,"Everyone who is busy in criticising the move by government to increase in oil prices. Give a thought, we are not a developed country, we don't huge tax collection, we have limited population who contributes towards the direct tax. Tax collection is down since lockdown.",-0.5043
"#CoronaInfoCH #COVID19 #corona #trendingnews Twitter will refine fact-checking labels on tweets linking COVID-19 to 5G, Digital Trends https://covidnews.ch/twitter-will-refine-fact-checking-labels-on-tweets-linking-covid-19-to-5g-digital-trends/?feed_id...",0.0,"From a common citizen in NCR - economy is important as we all know, but as very rapid surge in delhi(nor) region.- it’s my request to government to impose a lockdown for 2 weeks to slow down the infection rate. Life matters. #by #cap #coronavirus #government #upon #Kejriwal",-0.3071
"The positive tests don’t mean much. CDC even says that, on their own website. A positive test doesn’t mean, positive for novel Corona virus. (Covid-19). The real question to ask is, how much of the numbers shown daily are even really Covid-19. ",0.9201,Pakistanis restricted to enter of after Moved Open. Even UAE has restricted due to insufficient measures taken by our Government. There are those who were advocating Smart Lockdown and governments measures as best in the world. #GreenPassport,0.4019
"@CMOMaharashtra , Uddhav Ji thakre Sir, Situation in Sambhajinagar is becoming very worst day by day. The count of COVID -19 patients on 30.06.20 were 282. From last week daily count is above 200.Request you to please take strict actions in Sambhajinagar to break Corona chain.",-0.4754,"#liftlockdown Life will find a way ! Of the lockdown continues in its present form, it is bound to kill more people through starvation, unemployment, stroma, government indifference, and police brutally. @CMOTamilNadu @EPSTamilNadu @OfficeOfOPS @PMOIndia @Vijayabaskarofl",-0.92
"The Great Disruption: Covid-19, Geopolitics, Trade And #Technology Will Challenge Entire #Business Sectors - #Forbes https://www.forbes.com/sites/mclifford/2020/06/30/the-great-disruption-covid-19-geopolitics-trade-and-technology-will-challenge-entire-business-sectors/ #geopolitics #disruption #tradewar #Trade #COVID19 #coronavirus #Pandemics #Corona #virus #CEO #CIO #csuite #executive #startupindia #RT",0.1027,Lalzuimawia of Jungle thanks Government for help under #MGNREGA during lockdown. ,0.6808
@LindseyGrahamSC @realDonaldTrump @seanhannity Trump is a total disaster and an embarrassment to not only the Republican Party but to the world. A corona virus of MERS and SARS never became a pandemic under other presidents. Covid-19 should be called the Trump Flu. Pathetic,-0.9051,"Lock down is not the solution when you are not taking proper care. Applying the same principle that has failed is simply to avoid responsibility. Even after four months, the government is not able to provide basic facilities, what is the point of locking again.",-0.8438
I stored this picture under dumbass. fyi @johningold @ColoradoSun #COVIDIOT #Covid_19 #Corona ,-0.4215,"He can remain in #lockdown all our lives but #Corona won't go away. There's a thing called the government. It has certain responsibilities, such as gathering enough data through testing so that localised action can be taken. Unfortunately, @EPSTamilNadu doesn't understand this.",-0.1154
Grand salute to all doctors for saving life by taking maximum risk of covid 19 Happy doctors day to all doctors as well as corona warriors #doctorsday2020 #coronawarriors,0.7717,"Manipur extends lockdown till 15 July, inter-district bus services to continue; state coronavirus cases rise to 1,092 Imphal: Manipur Chief Minister N Given High on Sunday said his government decided to extend the going lockdown for another 15 days f… http://it.tt/3g5T8MR",0.296
"#CoronaInfoCH #COVID19 #corona #trendingnews #uk Instant Opinion: ‘the global Covid-19 crisis isn’t close to over’, The Week https://covidnews.ch/instant-opinion-the-global-covid-19-crisis-isnt-close-to-over-the-week/?feed_id=28294&amp;_unique_id=5efbf9b913...",-0.6249,That is the use of lockdown when public is not ready to co-operate and blame police and government if they try to impose it forceful.,-0.6917
Where is daily index of corona virus New Case Total cases #Covid_19,0.0,Yeah and when there was complete LOCKDOWN he was TADIPAAR as usual for more than a month not seen or heard the IMPLEMENTATION of LOCKDOWN due to POLITICAL REASONS of TOPPLING of GOVERNMENT for him GREED of POWER of ANY COST of PRIORITY,-0.3034
COVID-!9 CORONA VIRUS REALITY CHECK VIDEO BY ROCKIN ROY https://youtu.be/aM8BWrJV5UU via @YouTube The fake hype of the media is controlling this country like cattle. don't be brainwashed by stupid nonsense. this is so far over rated. health officials close businesses. not covid-19.,-0.7901,Almost India is going to complete it's 100th day for #lockdown. The only daily updated from government is #coronacaseshike &amp; #PetrolPriceHike . #ModiBetrayedIndia #ModiMadeDisaster #ModiStopLootingIndia #modigovtfailed,0.0
